ioc,score,virustotal,abuseipdb,otx,shodan,threatfox,urlhaus,malwarebazaar,first_seen_run
vjher36j.en-us-en-cardioslim.com,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
vks.gossopka.forum,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
voyage.mydissent.net,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
vumineci.workers.dev,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
vzlq1vvb.en-thetrumptoken.com,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
wa-connect.eu,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
wa-connect.net,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
wa-device.com,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
wa-invite.com,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
wa-meeting.com,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
wcateasy.com,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
webbrol.com,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
webkits.co,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
webtoolbrowser.com,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
webtools.co,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
webtools.com,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
webtools.net,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
webtools.org,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
wezipogo.workers.dev,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
wfsdragon.ru,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
wiselead.co.il,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
wkdcl47413.workers.dev,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
www.augenarzt-willisau.ch,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
www.integratedpayroll.us,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
www.listincode.com,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
www.loopaai.ru,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
www.mobilearena.online,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
www.wgqpw.com,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
www.xn----9sbhgocsfmg4a1kfg.xn--p1ai,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
www.xn--90aguaqgfu.xn--p1ai,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
wyfeja.workers.dev,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
xekaty.workers.dev,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
xn----9sbhgocsfmg4a1kfg.xn--p1ai,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
xn--90aguaqgfu.xn--p1ai,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
yypost-main.net,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
yzqkbsps.en-us-en-biobooster.com,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
zadrot.gg,1,0,0,1,0,0,0,0,2026-08-25 06:46:39 UTC
zarox.karatasyasin058.workers.dev,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
zncom83746.workers.dev,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
zopacidy.workers.dev,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
zujanahy.workers.dev,1,0,0,0,0,1,0,0,2026-08-25 06:46:39 UTC
